0110475	The Mask	1994	101	Comedy,Fantasy
0096895	Batman	1989	126	Action,Adventure
0099423	Die Hard 2	1990	124	Action,Thriller
2582846	The Fault in Our Stars	2014	126	Drama,Romance
1182345	Moon	2009	97	Drama,Mystery,Sci-Fi
1068680	Yes Man	2008	104	Comedy,Romance
0120912	Men in Black II	2002	88	Action,Adventure,Comedy
1320253	The Expendables	2010	103	Action,Adventure,Thriller
0357413	Anchorman: The Legend of Ron Burgundy	2004	94	Comedy
5027774	Three Billboards Outside Ebbing, Missouri	2017	115	Comedy,Crime,Drama
0338751	The Aviator	2004	170	Biography,Drama,History
0328107	Man on Fire	2004	146	Action,Crime,Drama
0162661	Sleepy Hollow	1999	105	Fantasy,Horror,Mystery
1409024	Men in Black 3	2012	106	Action,Adventure,Comedy
2381249	Mission: Impossible - Rogue Nation	2015	131	Action,Adventure,Thriller
4972582	Split	2016	117	Horror,Thriller
1231583	Due Date	2010	95	Adventure,Comedy
0317919	Mission: Impossible III	2006	126	Action,Adventure,Thriller
0974015	Justice League	2017	120	Action,Adventure,Fantasy
0343660	50 First Dates	2004	99	Comedy,Drama,Romance
0363163	Downfall	2004	156	Biography,Drama,History
1193138	Up in the Air	2009	109	Drama,Romance
1306980	50/50	2011	100	Comedy,Drama,Romance
1907668	Flight	2012	138	Drama,Thriller
1587310	Maleficent	2014	97	Action,Adventure,Family
3170832	Room	2015	118	Drama,Thriller
0118971	The Devil's Advocate	1997	144	Drama,Mystery,Thriller
0111257	Speed	1994	116	Action,Adventure,Crime
1355644	Passengers	2016	116	Drama,Romance,Sci-Fi
1596363	The Big Short	2015	130	Biography,Comedy,Drama
0388795	Brokeback Mountain	2005	134	Drama,Romance
1490017	The Lego Movie	2014	100	Action,Adventure,Animation
0377092	Mean Girls	2004	97	Comedy
0120667	Fantastic Four	2005	106	Action,Adventure,Fantasy
0298130	The Ring	2002	115	Horror,Mystery
0496806	Ocean's Thirteen	2007	122	Crime,Thriller
0238380	Equilibrium	2002	107	Action,Drama,Sci-Fi
1104001	TRON: Legacy	2010	125	Action,Adventure,Fantasy
0455944	The Equalizer	2014	132	Action,Crime,Thriller
0212338	Meet the Parents	2000	108	Comedy,Romance
0213149	Pearl Harbor	2001	183	Action,Drama,History
1187043	3 Idiots	2009	170	Comedy,Drama
0117500	The Rock	1996	136	Action,Adventure,Thriller
0910936	Pineapple Express	2008	111	Action,Comedy,Crime
0822854	Shooter	2007	124	Action,Crime,Drama
0462538	The Simpsons Movie	2007	87	Adventure,Animation,Comedy
0425210	Lucky Number Slevin	2006	110	Crime,Drama,Mystery
0399201	The Island	2005	136	Action,Adventure,Mystery
1748122	Moonrise Kingdom	2012	94	Adventure,Comedy,Drama
